id,razao_social,cnpj_8,municipio,codigo_ibge,natureza_juridica,latitude,longitude,distancia_km,raio_flag,is_target_200km,match_status,match_detail
680,FUNDO ESTADUAL DE ASSISTENCIA SOCIAL,01.056.698,SANTA CATARINA,42,Fundo Público da Administração Direta Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
681,JOINVILLE ESCRIVANIA DA 1 VARA CIVEL,01.177.287,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
682,JOINVILLE ESCRIVANIA DA 2 VARA CIVEL,01.177.288,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
683,JOINVILLE ESCRIVANIA DA 3 VARA CIVEL,01.177.289,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
684,JOINVILLE ESCRIVANIA DA 4 VARA CIVEL,01.177.290,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
685,"JOINVILLE ESCRIVANIA DA VARA DA FAMILIA, ORFAOS E SUCESSOES",01.177.291,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
686,JOINVILLE ESCRIVANIA DA 1 VARA CRIMINAL,01.177.292,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
687,JOINVILLE ESCRIVANIA DA 2 VARA CRIMINAL,01.177.293,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
688,QUINTA VARA CIVIL DA COMARCA DA CAPITAL,01.212.186,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
689,UNIDADE JURISDICIONAL DE EXCECAO - FORO DA UNISUL,01.218.587,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
690,JUIZO DE DIREITO DA 6 VARA CIVIL DA COMARCA DA CAPITAL,01.226.442,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
691,CARTORIO DA 2 VARA DA FAMILIA ORFAOS E SUCESSOES,01.252.316,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
692,1 VARA CIVEL DO FORO DISTRITAL DO CONTINENTE,01.355.598,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
693,TRIBUNAL DE JUSTICA,01.355.599,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
694,TRIBUNAL DE JUSTICA,01.355.600,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
695,FUNDO PENITENCIARIO DO ESTADO DE SANTA CATARINA FUPESC,01.577.780,SANTA CATARINA,42,Fundo Público da Administração Direta Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
696,FUNDACAO DE AMPARO A PESQUISA E INOVACAO DO ESTADO DE SANTA CATARINA,01.682.869,SANTA CATARINA,42,Fundação Pública de Direito Público Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
697,FUNDO DE APONSENTADORIA - PENSAO E ASSISTENCIA,01.842.190,SANTA CATARINA,42,Fundo Público da Administração Direta Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
698,"VARA DE FAMILIA,INFANCIA E JUVENTUDE DA COMARCA DE CHAPECO",01.910.242,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
699,JUIZO DE DIREITO DA 2 VARA DA COMARCA DE MAFRA/SC,01.961.609,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
700,JUIZO DE DIREITO DA 1 VARA CA COMARCA DE MAFRA/SC,01.961.744,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
701,CARTORIO DA COMARCA DE OTACILIO COSTA/SC,02.269.625,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
702,FUNDO MUNICIPAL DE SAUDE - FMS,02.315.586,SANTA CATARINA,42,Fundo Público da Administração Direta Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
703,COMISSAO ORGANIZADORA DO V ENCONTRO NACIONAL DAS CEJAS E CEJAIS (V ENCCEJAS),02.982.054,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
704,FUNDO ROTATIVO DO CENTRO EDUCACIONAL SAO LUCAS,03.121.507,SANTA CATARINA,42,Fundação Pública de Direito Público Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
705,FUNDO ROTATIVO DO CENTRO EDUCACIONAL REGIONAL DE LAGES,03.130.073,SANTA CATARINA,42,Fundação Pública de Direito Público Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
706,FUNDO ROTATIVO DO CENTRO EDUCACIONAL REGIONAL DE CHAPECO,03.138.613,SANTA CATARINA,42,Fundação Pública de Direito Público Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
707,"CARTORIO VARA DA FAMILIA, ORFAOS, INFANCIA E JUVENTUDE",03.560.730,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
708,"VARA FAZENDA PUPLICA, EXECUTIVOS FISCAIS, ACIDENTES DO TRABALHO E REGISTRO PUBLICO",03.573.080,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
709,JUIZADO ESPECIAL CIVEL DA COMARCA DE TUBARAO,03.577.964,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
710,"CARTORIO DA VARA DA FAZENDA PUBLICA, EXECUTIVOS FISCAIS ACID",03.603.345,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
711,VARA CRIMINAL E DA INFANCIA E JUVENTUDE,03.664.403,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
712,CARTORIO JUDICIAL DA COMARCA DE PORTO BELO,03.719.187,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
713,JOINVILLE ESCRIVANIA DA VARA DA INFANCIA E JUVENTUDE,03.785.209,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
714,"JOINVILLE ESCRIVANIA DA VARA DA FAZENDA PUBLICA, EXECUTIVOS FISCAIS, ACIDENTES DO TRABALHO E REGISTROS PUBLICOS",03.785.238,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
715,JOINVILLE ESCRIVANIA DO JUIZADO ESPECIAL CIVEL,03.785.261,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
716,PREFEITURA MUNICIPAL DE NOVA TRENTO,03.955.308,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
717,"CARTORIO DA VARA DA FAMILIA, ORFAOS, INFANCIA E JUVENTUDE",03.955.339,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
718,DEPARTAMENTO DE TRANSPORTES E TERMINAIS - DETER,04.340.793,SANTA CATARINA,42,Autarquia Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
719,FUNDO PARA INFANCIA E ADOLESCENCIA,04.424.785,SANTA CATARINA,42,Fundo Público da Administração Direta Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
720,FUNDO ESTADUAL DE PROTECAO E DEFESA CIVIL FUNPDEC,04.426.883,SANTA CATARINA,42,Fundo Público da Administração Direta Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
721,FUNDO ESTADUAL PARA O DESENVOLVIMENTO DO DESPORTO DO ESTADO DE SANTA CATARINA,04.582.963,SANTA CATARINA,42,Fundação Pública de Direito Público Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
722,"VARA DA FAZENDA PUBLICA, EXECUCOES FISCAIS, ACIDENTES DO TRABALHO E REGISTROS PUBLICOS",04.672.947,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
723,"VARA DA FAMILIA, ORFAOS E SUCESSOES, INFANCIA E JUVENTUDE",04.672.953,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
724,CARTORIO DA SEGUNDA VARA CIVEL,04.700.791,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
725,CARTORIO DO CRIME CIVIL E ANEXOS DE ANITA GARIBALDI,04.710.352,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
726,CARTORIO JUDICIAL DA COMARCA DE CAPIVARI DE BAIXO,04.721.275,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
727,CARTORIO DA VARA UNICA DA COMARCA DE CAMBORIU,04.768.234,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
728,JUIZADO ESPECIAL DE CAUSAS CIVEIS,04.791.115,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
729,CARTORIO JUDICIAL DA COMARCA DE ITAPEMA - SC,04.813.475,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
730,CARTORIO JUDICIAL DA VARA UNICA DA COMARCA DE CATANDUVAS SC,04.818.716,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
731,CARTORIO JUDICIAL DA COMARCA DE DESCANSO - SC,04.888.961,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
732,CARTORIO DO JUIZADO ESPECIAL CIVEL DA COMARCA DE BALNEARIO CAMBORIU - SC,04.920.078,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
733,RIO DO SUL ESCRIVANIA JUDICIAL DA VARA CRIMINAL E DA INFANCIA E JUVENTUDE,04.924.975,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
734,CARTORIO JUDICIAL DA VARA UNICA DA COMARCA DE RIO DO OESTE,04.928.467,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
735,CARTORIO DA 2A. VARA CIVEL - COMARCA DE JARAGUA DO SUL,04.985.600,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
736,CARTORIO DA 1A. VARA CIVEL - COMARCA DE JARAGUA DO SUL,05.430.826,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
737,"SECRETARIA DE ESTADO DA ASSISTENCIA SOCIAL, MULHER E FAMILIA",05.509.770,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,FOUND_EXACT,PNCP data coletada para este ente
738,DEPARTAMENTO ESTADUAL DE INFRA-ESTRUTURA - DEINFRA,05.510.080,SANTA CATARINA,42,Autarquia Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
739,"SECRETARIA DE ESTADO DE TURISMO, CULTURA E ESPORTE",05.521.532,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
740,AGENCIA DE DESENVOLVIMENTO REGIONAL - CHAPECO,05.541.159,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
741,AGENCIA DE DESENVOLVIMENTO REGIONAL - SAO MIGUEL DO OESTE,05.580.977,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
742,AGENCIA DE DESENVOLVIMENTO REGIONAL - LAGES,05.582.717,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
743,AGENCIA DE DESENVOLVIMENTO REGIONAL - CONCORDIA,05.585.919,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
744,AGENCIA DE DESENVOLVIMENTO REGIONAL - MARAVILHA,05.586.681,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
745,SECRETARIO DO JUIZADO ESPECIAL DA COMARCA DE JARAGUA DO SUL,05.587.891,SANTA CATARINA,42,Órgão Público do Poder Judiciário Estadual,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
746,AGENCIA DE DESENVOLVIMENTO REGIONAL - PALMITOS,05.591.925,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
747,AGENCIA DE DESENVOLVIMENTO REGIONAL - SAO LOURENCO DO OESTE,05.593.175,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
748,AGENCIA DE DESENVOLVIMENTO REGIONAL - JOACABA,05.612.349,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
749,SECRETARIA DE ESTADO DO DESENVOLVIMENTO REGIONAL DA GRANDE FLORIANOPOLIS,05.624.629,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
750,V AGENCIA DE DESENVOLVIMENTO REGIONAL - XANXERE,05.628.039,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
751,27 AGENCIA DE DESENVOLVIMENTO REGIONAL DE SAO JOAQUIM,05.628.764,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
752,AGENCIA DE DESENVOLVIMENTO REGIONAL DE CAMPOS NOVOS,05.629.618,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
753,AGENCIA DE DESENVOLVIMENTO REGIONAL DE CACADOR,05.630.479,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
754,AGENCIA DE DESENVOLVIMENTO REGIONAL - CURITIBANOS,05.640.154,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
755,AGENCIA DE DESENVOLVIMENTO REGIONAL DE ITAJAI,05.647.957,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
756,18- AGENCIA DE DESENVOLVIMENTO REGIONAL - LAGUNA,05.650.634,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
757,19 - AGENCIA DE DESENVOLVIMENTO REGIONAL - TUBARAO,05.651.544,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
758,AGENCIA DE DESENVOLVIMENTO REGIONAL - MAFRA,05.653.136,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
759,13 AGENCIA DE DESENVOLVIMENTO REGIONAL DE ITUPORANGA,05.653.835,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
760,AGENCIA DE DESENVOLVIMENTO REGIONAL - JOINVILLE,05.655.627,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
761,AGENCIA DE DESENVOLVIMENTO REGIONAL DE BLUMENAU,05.656.080,SANTA CATARINA,42,Órgão Público do Poder Executivo Estadual ou do Distrito Federal,-27.5945,-48.5477,0.0,SIM ✓,True,MISSED_SOURCE_NOT_COVERED,Ente monitorado mas sem licitações coletadas do PNCP
