ranking,outreach_status,prioridade_abordagem,score_fornecedor,cnpj,razao_social,nome_fantasia,sede_municipio,sede_uf,sul_priority,cnae,situacao_cadastral,porte_cadastral,qtd_contratos_candidatos,orgaos_contratantes,valor_total_portfolio_analisado,melhor_contrato_id,melhor_orgao,melhor_classificacao,argumento_comercial,mensagem_abordagem,proxima_acao,riscos,email,telefone,site,contato_verificavel
127,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,18.23,79382412000193,CONSTRUTORA NUNES LTDA,,Forquilhinha,SC,True,,,,5,PREFEITURA MUNICIPAL DE CRICIÚMA - SC | PREFEITURA MUNICIPAL DE FORQUILHINHA - SC | PREFEITURA MUNICIPAL DE URUSSANGA - SC,32915000.0,81531162000158-2-000139/2024,PREFEITURA MUNICIPAL DE FORQUILHINHA - SC,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
128,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,18.19,11655258000142,KONPAX CONSTRUCOES LTDA,KONPAX,FORTALEZA,CE,False,4120400 - Construção de edifícios,ATIVA,,2,DEPEN - DIRETORIA EXECUTIVA | SUPERINTENDÊNCIA DOS SERVIÇOS PENITENCIÁRIOS,60247614.510000005,17176399000169-2-000031/2024,SUPERINTENDÊNCIA DOS SERVIÇOS PENITENCIÁRIOS,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
129,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,18.18,00369046000182,BEL CONSTRUÇÕES - EPP,,Porto Alegre,RS,True,,,,1,TRIBUNAL DE JUSTIÇA DO ESTADO DO RIO G.DO SUL,7180000.0,89522064000166-2-000306/2024,TRIBUNAL DE JUSTIÇA DO ESTADO DO RIO G.DO SUL,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
130,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,18.16,16502551000193,SITRAN SINALIZAÇÃO DE TRÂNSITO INDUSTRIAL LTDA.,SITRAN SIN DE TRANSITO IND LTDA ESTAB UNIFICADO,BELO HORIZONTE,MG,False,"4329104 - Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos",ATIVA,,3,DER-MG/DG/CAMG | ESP - DEPTO. ESTRADAS DE RODAGEM-DER | SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,65535436.349999994,03507415002279-2-000054/2024,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
131,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,18.13,04879275000106,CONSTRUTORA TRIPOLO LTDA,,Cuiabá,MT,False,,,,5,AGESUL-Agência Estadual de Gestão de Empreendimentos de Campo Grande/MS | SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,407593027.73999995,57356434000146-2-000004/2024,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
132,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,18.12,60332319000146,S A PAULISTA DE CONSTRUCOES E COMERCIO,S.A. PAULISTA,SAO PAULO,SP,False,4211101 - Construção de rodovias e ferrovias,ATIVA,,1,DER/DI/GAO - COMPRAS,158500000.0,17309790000194-2-000157/2024,DER/DI/GAO - COMPRAS,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
133,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,17.81,00507949000182,JATOBETON ENGENHARIA LTDA,,Recife,PE,False,,,,8,DEPARTAMENTO NACIONAL INFRAEST.DE TRANSPORTES | EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA | SECRETARIA DE ESTADO DE INFRA-ESTRUTURA | SUP. REG. DO DNIT NO ESTADO DA PARAIBA | URB - AUTARQUIA DE URBANIZACAO DO RECIFE,90562252.05000001,11497013000134-2-000013/2024,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
134,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,17.8,42534963000115,FUNCHAL CONSTRUÇAO E SERVIÇOS LTDA.,,Campo Grande,MS,False,,,,3,AGESUL-Agência Estadual de Gestão de Empreendimentos de Campo Grande/MS | MUNICIPIO DE DOURADOS | PREFEITURA MUNICIPAL DE PORTO MURTINHO,47641085.97,15457856000168-2-000035/2025,AGESUL-Agência Estadual de Gestão de Empreendimentos de Campo Grande/MS,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
135,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,17.73,17723933000100,SENGEL CONSTRUCOES LTDA E ST UNIF,,Belo Horizonte,MG,False,,,,2,SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA,31928406.43,18715383000140-2-000439/2025,SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
136,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,17.44,08594071000171,ENGELEC - ENGENHARIA ELÉTRICA E CIVIL LTDA,ENGELEC - ENGENHARIA ELETRICA E CIVIL - LTDA-ME,CAMPO GRANDE,MS,False,7112000 - Serviços de engenharia,ATIVA,,3,SENADO FEDERAL | UEM - Universidade Estadual de Maringá | UTFPR - CAMPUS PONTA GROSSA,49037258.42,79151312000156-2-000168/2024,UEM - Universidade Estadual de Maringá,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
137,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,17.42,03006548000137,COSAMPA CONSTRUÇÕES LTDA,COSAMPA CONSTRUCOES,MARACANAU,CE,False,4211101 - Construção de rodovias e ferrovias,ATIVA,,15,AGESUL-Agência Estadual de Gestão de Empreendimentos de Campo Grande/MS | DEPARTAMENTO DE ESTRADAS DE RODAGEM | DER - Departamento de Estradas de Rodagem do Estado do Paraná | ERN - SECRETARA DE ESTADO DA INFRAESTRUTURA | PROMORAR RECIFE | SECRETARIA DE ESTADO DA INFRAESTRUTURA RN | SECRETARIA DE INFRAESTRUTURA | SUP. REGIONAL DO DNIT NO ESTADO DO CEARA,954281216.71,09122706000109-2-000006/2025,DEPARTAMENTO DE ESTRADAS DE RODAGEM,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
138,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,17.4,23877567000146,FORTIZ ENGENHARIA LTDA,FORTIZ ENGENHARIA,SANTO ANDRE,SP,False,4120400 - Construção de edifícios,ATIVA,,1,CÂMARA MUNICIPAL DE ARAÇARIGUAMA,12413360.0,58987637000101-2-000007/2024,CÂMARA MUNICIPAL DE ARAÇARIGUAMA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
139,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,17.23,27406174000105,MEXUM ENGENHARIA E CONSTRUCOES LTDA,,Cuiabá,MT,False,,,,1,SECRETARIA DE ESTADO DE EDUCAÇÃO,8892424.8,03507415000810-2-000011/2025,SECRETARIA DE ESTADO DE EDUCAÇÃO,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
140,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,17.16,50391649000159,J. M. D. CONSTRUTORA LTDA,,Lupionópolis,PR,True,,,,1,PREFEITURA MUNICIPAL LUPIONÓPOLIS - PR,5385000.0,75845511000103-2-000002/2024,PREFEITURA MUNICIPAL LUPIONÓPOLIS - PR,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
141,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,17.01,00091707000150,INTERVIA CONSULTORIA E PROJETOS LTDA,,Aracaju,SE,False,,,,2,SEMINFRA-Secretaria Municipal da Infraestrutura de Aracaju-SE | SUP. REG. DO DNIT NO ESTADO DE MINAS GERAIS,60293406.160000004,13128780010083-2-000015/2024,SEMINFRA-Secretaria Municipal da Infraestrutura de Aracaju-SE,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
142,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,16.71,04855314000127,FULL TEC ENGENHARIA LTDA,,NITEROI,RJ,False,4399103 - Obras de alvenaria,ATIVA,,2,ASSEMBLEIA LEG DO EST DO RIO GRANDE DO SUL | ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO GRANDE DO SUL ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO GRANDE,16240055.620000001,88243688000181-2-000016/2024,ASSEMBLEIA LEG DO EST DO RIO GRANDE DO SUL,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
143,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,16.59,17210063000175,CONSOL - ENGENHEIROS CONSULTORES LTDA,CONSOL,BELO HORIZONTE,MG,False,7112000 - Serviços de engenharia,ATIVA,,3,COMPRAS | SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,17432802.25,03507415002279-2-000049/2024,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
144,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,16.45,66748955000130,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,,SAO PAULO,SP,False,4120400 - Construção de edifícios,ATIVA,,6,"ESP-COORD. DE ADMINIST,CONTRATOS E CONVENIO | FUNDACAO C.A.S.A. - SEDE ADMINISTRACAO | MUNICIPIO DE CARAPICUIBA | PMSP - SUBPREFEITURA PARELHEIROS | PREFEITURA MUNICIPAL DE JUIZ DE FORA - MG",95460189.92999999,44892693000140-2-000011/2025,MUNICIPIO DE CARAPICUIBA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
145,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,16.37,01994654000140,HAFID CONSTRUTORA LTDA,,SAO PAULO,SP,False,4120400 - Construção de edifícios,ATIVA,,1,DEPARTAMENTO DE SAUDE,5880000.0,76169879000161-2-000064/2024,DEPARTAMENTO DE SAUDE,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
146,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,16.36,43630854000164,TEKENGE ENGENHARIA E CONSTRUCOES LTDA,TEKENGE,LONDRINA,PR,True,4120400 - Construção de edifícios,ATIVA,,3,Diretoria de Gestao de Licitacoes e Contratos -SMGP | SECID - Secretaria de Estado das Cidades (Antigo SEDU) | UEL - Universidade Estadual de Londrina,17351630.5,78640489000153-2-000121/2024,UEL - Universidade Estadual de Londrina,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
147,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,16.23,61112028000105,CONSORCIO ZANCANARO/DALBA/DUOVIAS,,PATO BRANCO,PR,True,4211101 - Construção de rodovias e ferrovias,ATIVA,,1,DER - Departamento de Estradas de Rodagem do Estado do Paraná,148900000.0,76669324000189-2-000106/2025,DER - Departamento de Estradas de Rodagem do Estado do Paraná,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
148,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,16.11,35467604000127,ESTRATEGICA ENGENHARIA LTDA,ESTRATEGICA ENGENHARIA,SAO PAULO,SP,False,7112000 - Serviços de engenharia,ATIVA,,5,DEPARTAMENTO DE ESTRADAS DE RODAGEM | SECRETARIA DE ESTADO DO DESENVOLVIMENTO URBANO E INFRAESTRUTURA | SUP. REG. DO DNIT NO ESTADO DE SERGIPE | SUP. REG. DO DNIT NO ESTADO DO PIAUI | SUP. REGIONAL DO DNIT NO ESTADO DE PERNAMBUCO,127441379.32000001,34841267000123-2-000003/2024,SECRETARIA DE ESTADO DO DESENVOLVIMENTO URBANO E INFRAESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
149,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,10.43,07689002000189,EMBRAER S.A.,,SAO JOSE DOS CAMPOS,SP,False,3041500 - Fabricação de aeronaves,ATIVA,,1,CENTRO TECNOLOGICO DO EXERCITO/RJ,102007992.0,00394452000103-2-007358/2024,CENTRO TECNOLOGICO DO EXERCITO/RJ,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
